grouping,group_key,room_type,class_name,grid,sigma,augmentation,method_a,method_b,n_a,n_b,n_a_augmented,n_b_augmented,tv_distance,l1_percent_points,js_divergence,js_distance,hellinger_distance,cosine_distance,pearson_corr,sliced_wasserstein,centroid_a_x,centroid_a_y,centroid_b_x,centroid_b_y,centroid_shift,max_abs_diff_pp,mean_abs_diff_pp,positive_mass_pp,negative_mass_pp
room_class,bedroom__bed,bedroom,bed,32,1.25,rot90_flip,3dfront,infinigen,6300,434,37800,2604,0.5349361457432169,106.98722914864338,0.29089820131049676,0.5393497949480437,0.467822075891201,0.4259713118554448,0.29767197578085597,0.07278500706491602,0.5,0.5,0.5000000000000001,0.5,1.1102230246251565e-16,0.5199098710474104,0.10447971596547205,53.4936145743217,-53.49361457432168
room_class,bedroom__bed,bedroom,bed,32,1.25,rot90_flip,3dfront,ollama_llm,6300,96,37800,576,0.6789692065112027,135.79384130224054,0.4742397844112213,0.6886506984032045,0.6217945094929697,0.6270172211760877,0.26403063626682444,0.04504452560067834,0.5,0.5,0.5098741319444445,0.5059136284722222,0.011509538798917059,2.3914909345470354,0.13261117314671927,67.89692065112027,-67.89692065112027
room_class,bedroom__bed,bedroom,bed,32,1.25,rot90_flip,3dfront,relaxed,6300,61,37800,366,0.6120470747185942,122.40941494371882,0.37939294192941003,0.6159488143745468,0.5401827456766527,0.5998850914537226,0.22326599549303586,0.06847659633113763,0.5,0.5,0.5001707650273225,0.5003415300546449,0.0003818422092726079,1.2277447645424404,0.1195404442809754,61.20470747185941,-61.20470747185942
room_class,bedroom__bed,bedroom,bed,32,1.25,rot90_flip,3dfront,retrieval,6300,168,37800,1008,0.2891255668984959,57.825113379699175,0.10248650681172188,0.3201351383583531,0.2779305275049413,0.18538081540691986,0.7533398099012873,0.01555846785651415,0.5,0.5,0.49999999999999994,0.5,5.551115123125783e-17,0.6226358899822411,0.056469837284862476,28.912556689849588,-28.91255668984959
room_class,bedroom__cabinet,bedroom,cabinet,32,1.25,rot90_flip,3dfront,diffuscene,1169,616,7014,3696,0.848669009953853,169.73380199077062,0.7050085065675089,0.839647846759288,0.7793664796835597,0.8958308366446669,-0.6243163023413679,0.13637430029930003,0.5000239829841399,0.5000200758523676,0.5000000000000001,0.5,3.127656273528519e-05,0.5468059689375974,0.16575566600661193,84.8669009953853,-84.86690099538532
room_class,bedroom__cabinet,bedroom,cabinet,32,1.25,rot90_flip,3dfront,infinigen,1169,2014,7014,12084,0.2514668899229916,50.29337798459834,0.07483422494574718,0.2735584488655892,0.23393112484695708,0.1309007005271754,0.7253395217295662,0.01765184671874418,0.5000239829841399,0.5000200758523676,0.5,0.5,3.127656273537032e-05,0.22330005637454756,0.04911462693808431,25.146688992299165,-25.14668899229917
room_class,bedroom__cabinet,bedroom,cabinet,32,1.25,rot90_flip,3dfront,ollama_llm,1169,62,7014,372,0.6254565946211579,125.09131892423156,0.40794340356538705,0.6387044727926892,0.5679602282237018,0.6242646487827359,-0.20551035164126535,0.09208839310702263,0.5000239829841399,0.5000200758523676,0.5026896176721629,0.5033617409523288,0.00427461506223544,0.6444135152982793,0.12215949113694488,62.54565946211577,-62.54565946211579
room_class,bedroom__cabinet,bedroom,cabinet,32,1.25,rot90_flip,3dfront,retrieval,1169,252,7014,1512,0.8856924574715214,177.13849149430428,0.8027036057128043,0.8959372777783076,0.8602295593936833,0.9337038569904703,-0.2811827603981674,0.20515733529133504,0.5000239829841399,0.5000200758523676,0.5,0.5,3.127656273537032e-05,1.7946108150408897,0.17298680809990652,88.56924574715214,-88.56924574715215
room_class,bedroom__decor,bedroom,decor,32,1.25,rot90_flip,3dfront,infinigen,220,944,1320,5664,0.3489963275571665,69.79926551143328,0.13831760082264102,0.37191074308581223,0.31917273708588806,0.23372155402077877,0.5195082363638478,0.03239011420482596,0.5000892584469007,0.5000449390647206,0.5000151505612032,0.5000075752806016,8.29941629649102e-05,0.27658055029095635,0.06816334522600906,34.89963275571664,-34.89963275571664
room_class,bedroom__nightstand,bedroom,nightstand,32,1.25,rot90_flip,3dfront,diffuscene,8806,1096,52836,6576,0.8269890030598585,165.39780061197172,0.6811491175045976,0.8253175858447448,0.7610659090674767,0.8528619415484862,-0.1291405004635294,0.07898156008070117,0.5000009079613436,0.4999993797623592,0.49999999999999994,0.4999999999999999,1.0995856185042077e-06,1.1341285649483324,0.16152128966012863,82.69890030598586,-82.69890030598586
room_class,bedroom__nightstand,bedroom,nightstand,32,1.25,rot90_flip,3dfront,ollama_llm,8806,192,52836,1152,0.5524157764358654,110.48315528717308,0.3405498383868478,0.5835664815484589,0.5159012201514707,0.507832972115458,0.14360683949493958,0.07809067886104684,0.5000009079613436,0.4999993797623592,0.500813419595418,0.501626839190836,0.0018190105406083413,0.5659869122594645,0.10789370633512996,55.24157764358654,-55.24157764358654
